0,8.0,210,1,2937,194,lr_prediction,short
1,8.0,29,1,372,297,linpack,short
2,2.0,38,1,585,418,chameleon_rendering,short
3,2.0,38,1,585,576,chameleon_rendering,short
4,8.0,29,1,372,588,linpack,short
5,2.0,38,1,585,650,chameleon_rendering,short
6,8.0,29,1,372,677,linpack,short
7,1.0,9,1,222,785,pyaes_generation,short
8,8.0,212,1,4744,855,lr_train,short
9,1.0,9,1,222,897,pyaes_generation,short
10,8.0,29,1,372,978,linpack,short
11,8.0,212,1,4744,1102,lr_train,short
12,8.0,210,1,2937,1158,lr_prediction,short
13,8.0,29,1,372,1254,linpack,short
14,8.0,29,1,372,1303,linpack,short
15,1.0,8,1,219,1342,float_operation,short
16,2.0,38,1,585,1368,chameleon_rendering,short
17,8.0,29,1,372,1471,linpack,short
18,1.0,8,1,219,1473,float_operation,short
19,8.0,41,1,456,1705,matmul,short
20,8.0,210,1,2937,1768,lr_prediction,short
21,2.0,38,1,585,1813,chameleon_rendering,short
22,8.0,468,1,2084,1908,rnn_name_generation,short
23,8.0,29,1,372,2027,linpack,short
24,1.0,9,1,222,2125,pyaes_generation,short
25,1.0,9,1,222,2156,pyaes_generation,short
26,1.0,9,1,222,2472,pyaes_generation,short
27,2.0,38,1,585,2478,chameleon_rendering,short
28,8.0,210,1,2937,2507,lr_prediction,short
29,8.0,210,1,2937,2519,lr_prediction,short
30,8.0,468,1,2084,2766,rnn_name_generation,short
31,8.0,41,1,456,2783,matmul,short
32,8.0,468,1,2084,2815,rnn_name_generation,short
33,2.0,38,1,585,2962,chameleon_rendering,short
34,2.0,38,1,585,3021,chameleon_rendering,short
35,8.0,29,1,372,3087,linpack,short
36,8.0,29,1,372,3359,linpack,short
37,2.0,38,1,585,3501,chameleon_rendering,short
38,8.0,29,1,372,3683,linpack,short
39,8.0,210,1,2937,4023,lr_prediction,short
40,8.0,468,1,2084,4153,rnn_name_generation,short
41,8.0,468,1,2084,4226,rnn_name_generation,short
42,2.0,38,1,585,4226,chameleon_rendering,short
43,8.0,210,1,2937,4356,lr_prediction,short
44,2.0,38,1,585,4407,chameleon_rendering,short
45,8.0,29,1,372,4458,linpack,short
46,1.0,8,1,219,4585,float_operation,short
47,8.0,468,1,2084,4800,rnn_name_generation,short
48,8.0,29,1,372,4810,linpack,short
49,8.0,29,1,372,4859,linpack,short
50,8.0,29,1,372,4878,linpack,short
51,8.0,29,1,372,4984,linpack,short
52,1.0,8,1,219,5019,float_operation,short
53,1.0,8,1,219,5040,float_operation,short
54,8.0,29,1,372,5083,linpack,short
55,8.0,212,1,4744,5419,lr_train,short
56,8.0,468,1,2084,5448,rnn_name_generation,short
57,8.0,29,1,372,6057,linpack,short
58,8.0,41,1,456,6072,matmul,short
59,2.0,38,1,585,6131,chameleon_rendering,short
60,1.0,8,1,219,6216,float_operation,short
61,8.0,468,1,2084,6447,rnn_name_generation,short
62,1.0,9,1,222,6510,pyaes_generation,short
63,1.0,8,1,219,6589,float_operation,short
64,8.0,468,1,2084,6685,rnn_name_generation,short
65,2.0,38,1,585,6735,chameleon_rendering,short
66,1.0,9,1,222,6814,pyaes_generation,short
67,1.0,9,1,222,6956,pyaes_generation,short
68,8.0,212,1,4744,7019,lr_train,short
69,1.0,8,1,219,7029,float_operation,short
70,2.0,38,1,585,7177,chameleon_rendering,short
71,1.0,9,1,222,7228,pyaes_generation,short
72,1.0,9,1,222,7234,pyaes_generation,short
73,8.0,212,1,4744,7320,lr_train,short
74,1.0,9,1,222,7332,pyaes_generation,short
75,8.0,210,1,2937,7477,lr_prediction,short
76,8.0,212,1,4744,7565,lr_train,short
77,8.0,468,1,2084,7612,rnn_name_generation,short
78,1.0,8,1,219,7714,float_operation,short
79,8.0,210,1,2937,7730,lr_prediction,short
80,2.0,38,1,585,7838,chameleon_rendering,short
81,1.0,9,1,222,8002,pyaes_generation,short
82,2.0,38,1,585,8229,chameleon_rendering,short
83,1.0,9,1,222,8328,pyaes_generation,short
84,2.0,38,1,585,8375,chameleon_rendering,short
85,8.0,29,1,372,8521,linpack,short
86,8.0,468,1,2084,8523,rnn_name_generation,short
87,1.0,9,1,222,8566,pyaes_generation,short
88,8.0,210,1,2937,8594,lr_prediction,short
89,8.0,41,1,456,8813,matmul,short
90,2.0,38,1,585,8910,chameleon_rendering,short
91,1.0,9,1,222,8956,pyaes_generation,short
92,2.0,38,1,585,9030,chameleon_rendering,short
93,8.0,210,1,2937,9214,lr_prediction,short
94,2.0,38,1,585,9405,chameleon_rendering,short
95,8.0,210,1,2937,9445,lr_prediction,short
96,1.0,9,1,222,9497,pyaes_generation,short
97,8.0,210,1,2937,9626,lr_prediction,short
98,1.0,9,1,222,9716,pyaes_generation,short
99,1.0,8,1,219,9743,float_operation,short
100,8.0,41,1,456,9866,matmul,short
101,2.0,38,1,585,10080,chameleon_rendering,short
102,8.0,210,1,2937,10257,lr_prediction,short
103,8.0,41,1,456,10536,matmul,short
104,8.0,29,1,372,10536,linpack,short
105,8.0,468,1,2084,10553,rnn_name_generation,short
106,8.0,468,1,2084,10561,rnn_name_generation,short
107,8.0,212,1,4744,10905,lr_train,short
108,2.0,38,1,585,10944,chameleon_rendering,short
109,8.0,468,1,2084,10989,rnn_name_generation,short
110,8.0,41,1,456,11142,matmul,short
111,2.0,38,1,585,11142,chameleon_rendering,short
112,8.0,41,1,456,11256,matmul,short
113,8.0,468,1,2084,11320,rnn_name_generation,short
114,1.0,8,1,219,11648,float_operation,short
115,1.0,8,1,219,11670,float_operation,short
116,1.0,8,1,219,11810,float_operation,short
117,8.0,468,1,2084,11908,rnn_name_generation,short
118,8.0,212,1,4744,12097,lr_train,short
119,8.0,468,1,2084,12152,rnn_name_generation,short
120,1.0,8,1,219,12211,float_operation,short
121,8.0,210,1,2937,12469,lr_prediction,short
122,1.0,9,1,222,12688,pyaes_generation,short
123,8.0,468,1,2084,12711,rnn_name_generation,short
124,2.0,38,1,585,12755,chameleon_rendering,short
125,8.0,210,1,2937,12755,lr_prediction,short
126,8.0,29,1,372,12769,linpack,short
127,1.0,8,1,219,12810,float_operation,short
128,8.0,468,1,2084,13254,rnn_name_generation,short
129,8.0,468,1,2084,13292,rnn_name_generation,short
130,1.0,8,1,219,13417,float_operation,short
131,8.0,29,1,372,13571,linpack,short
132,8.0,212,1,4744,13722,lr_train,short
133,1.0,9,1,222,13807,pyaes_generation,short
134,8.0,468,1,2084,13811,rnn_name_generation,short
135,1.0,9,1,222,13891,pyaes_generation,short
136,8.0,468,1,2084,13906,rnn_name_generation,short
137,8.0,210,1,2937,13940,lr_prediction,short
138,2.0,38,1,585,14023,chameleon_rendering,short
139,2.0,38,1,585,14090,chameleon_rendering,short
